username,description,user_char,primary_label,label_mode_cap,allowed_labels,emission_params_json,style_json,behavior_json
benign_00477,Bot user benign_00477,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00478,Bot user benign_00478,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00479,Bot user benign_00479,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00480,Bot user benign_00480,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00481,Bot user benign_00481,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00482,Bot user benign_00482,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00483,Bot user benign_00483,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00484,Bot user benign_00484,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00485,Bot user benign_00485,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00486,Bot user benign_00486,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00487,Bot user benign_00487,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00488,Bot user benign_00488,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00489,Bot user benign_00489,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00490,Bot user benign_00490,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00491,Bot user benign_00491,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00492,Bot user benign_00492,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00493,Bot user benign_00493,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00494,Bot user benign_00494,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00495,Bot user benign_00495,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00496,Bot user benign_00496,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00497,Bot user benign_00497,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00498,Bot user benign_00498,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00499,Bot user benign_00499,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00500,Bot user benign_00500,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00501,Bot user benign_00501,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00502,Bot user benign_00502,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00503,Bot user benign_00503,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00504,Bot user benign_00504,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00505,Bot user benign_00505,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00506,Bot user benign_00506,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00507,Bot user benign_00507,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00508,Bot user benign_00508,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00509,Bot user benign_00509,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00510,Bot user benign_00510,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00511,Bot user benign_00511,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00512,Bot user benign_00512,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00513,Bot user benign_00513,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00514,Bot user benign_00514,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00515,Bot user benign_00515,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00516,Bot user benign_00516,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00517,Bot user benign_00517,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00518,Bot user benign_00518,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00519,Bot user benign_00519,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00520,Bot user benign_00520,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00521,Bot user benign_00521,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00522,Bot user benign_00522,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00523,Bot user benign_00523,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00524,Bot user benign_00524,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00525,Bot user benign_00525,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00526,Bot user benign_00526,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00527,Bot user benign_00527,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00528,Bot user benign_00528,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00529,Bot user benign_00529,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00530,Bot user benign_00530,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00531,Bot user benign_00531,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00532,Bot user benign_00532,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00533,Bot user benign_00533,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00534,Bot user benign_00534,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00535,Bot user benign_00535,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00536,Bot user benign_00536,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00537,Bot user benign_00537,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00538,Bot user benign_00538,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00539,Bot user benign_00539,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00540,Bot user benign_00540,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00541,Bot user benign_00541,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
